Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Max,Fwd Header Length,Bwd Header Length,Packet Length Mean,Average Packet Size,Label
22,1.4847996347140424,22,14,1408.0,588.0,128,0.0,64.0,64.0,20.0,42.0,1344.2891238213497,24.245695620024343,0.04124443429761229,0.386932283250062,440,280,55.44444444444444,55.44444444444444,SSH-Patator
21,0.5257611178520865,28,23,448.0,598.0,32,0.0,16.0,32.0,20.0,26.0,1989.4966829674793,97.0022283282423,0.010309041526511499,0.2909744833770668,560,460,20.50980392156863,20.50980392156863,FTP-Patator
1011,0.0009228353209179171,1,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2167.2339090907994,0.00046141766045895856,0.0009228353209179171,20,20,0.0,0.0,PortScan
80,9.882382667962093,13,18,5643.516185732626,3687.632556316413,1575,279.0,434.11662967174044,220.0,40.0,204.8684753509118,944.2205443328852,3.13689532591159,0.3187865376761965,7.905906134369674,260,360,301.0047981306141,301.0047981306141,Web Attack
123,0.14954168823835712,1,2,84.5,173.0,120,49.0,84.5,122.0,51.0,86.5,1721.9278652890841,20.061295517931075,0.04984722941278571,0.0964737135143991,20,40,85.83333333333333,94.41666666666667,BENIGN
443,1.4062427617542208,49,23,27097.0,11638.0,1066,40.0,553.0,972.0,40.0,506.0,27545.03066858807,51.20026353784281,0.01953114946880862,0.9151417465118823,980,460,537.9861111111111,591.7847222222223,BENIGN
53,0.004766218179565024,1,0,85.0,0.0,121,49.0,85.0,0.0,0.0,0.0,17833.845786673006,209.80995043144713,0.004766218179565024,0.003952916343217172,20,0,85.0,93.50000000000001,BENIGN
80,2.069912498683732,35,16,14560.0,12224.0,832,0.0,416.0,1488.0,40.0,764.0,12939.677410050948,24.638722666987693,0.040586519582033964,1.0586548054028404,700,320,525.1764705882352,577.6941176470589,BENIGN
22,1.034654430702974,17,9,1088.0,144.0,128,0.0,64.0,32.0,0.0,16.0,1190.7357311203355,25.129163156760324,0.039794401180883614,0.5772741031770031,340,180,47.38461538461539,47.38461538461539,SSH-Patator
443,52.490528850868685,1547,2,616507.6458844333,0.0,980,348.0,398.51819384901955,0.0,0.0,0.0,11745.121632056684,29.51008560803184,0.03388671972296235,0.18601180304789888,30940,40,398.003644857607,398.003644857607,DoS Hulk
21,0.8758492720817721,25,19,400.0,798.0,32,0.0,16.0,64.0,20.0,42.0,1367.815260213119,50.23695446525646,0.01990566527458573,0.4761734556467664,500,380,27.227272727272727,27.227272727272727,FTP-Patator
22,0.7633037916585521,26,8,1664.0,208.0,128,0.0,64.0,32.0,20.0,26.0,2452.4966605136424,44.543208577705045,0.02245011151936918,0.9265433995259671,520,160,55.05882352941177,55.05882352941177,SSH-Patator
233,0.001350123368240097,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1481.346110323996,0.0006750616841200485,0.001350123368240097,40,0,0.0,0.0,PortScan
80,18.025517437266725,29,10,12209.0,6735.0,802,40.0,421.0,1307.0,40.0,673.5,1050.954574032608,2.163599471456488,0.4621927548017109,14.323553910929716,580,200,485.7435897435897,534.3179487179488,BENIGN
80,58.960089729695675,4843,2,1989617.5313160326,0.0,969,200.0,410.82335975965987,0.0,0.0,0.0,33745.15779127024,82.17423043641979,0.012169265166087859,0.38088888677549104,96860,40,410.65377323344325,410.65377323344325,DoS Hulk
123,0.05201611834479892,3,2,217.5,203.0,98,47.0,72.5,151.0,52.0,101.5,8084.032668732301,96.12405075781571,0.010403223668959783,0.04817334638646999,60,40,84.1,92.51,BENIGN
80,2.056020767240362,28,4,18970.0,446.0,1355,0.0,677.5,169.0,54.0,111.5,9443.484379810325,15.564045125356943,0.06425064897626132,1.3871301568217147,560,80,606.75,667.4250000000001,BENIGN
53,0.09299990960741825,2,1,285.0,76.0,219,66.0,142.5,98.0,54.0,76.0,3881.7242030007783,32.25809586981256,0.030999969869139415,0.060823194005812126,40,20,120.33333333333333,132.36666666666667,BENIGN
53,0.12487724035370089,3,1,495.0,128.0,289,41.0,165.0,215.0,41.0,128.0,4988.899484288905,32.031457363010624,0.031219310088425222,0.0683322429484706,60,20,155.75,171.32500000000002,BENIGN
38526,0.06988671106084289,43,0,1408.8780567504125,0.0,80,0.0,32.764605970939826,0.0,0.0,0.0,20159.455715749064,615.2814941107258,0.0016252723502521603,0.06289803995475861,860,0,32.764605970939826,32.764605970939826,DDoS
59081,0.036473484256944605,34,0,895.4294730604308,0.0,77,20.0,26.33616097236561,0.0,0.0,0.0,24550.149000090107,932.1840425356771,0.001072749536968959,0.032826135831250144,680,0,26.33616097236561,26.33616097236561,DDoS
164,0.0007357226873747787,1,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2718.4155583626793,0.00036786134368738935,0.0007357226873747787,20,20,0.0,0.0,PortScan
443,0.0040695896653629715,1,0,80.5,0.0,117,44.0,80.5,0.0,0.0,0.0,19780.86407215704,245.72501952990115,0.0040695896653629715,0.0037011728399224475,20,0,80.5,88.55000000000001,BENIGN
53,0.0017689921839941416,1,0,73.0,0.0,101,45.0,73.0,0.0,0.0,0.0,41266.43444810255,565.2936225767472,0.0017689921839941416,0.0015251485310716635,20,0,73.0,80.30000000000001,BENIGN
53,0.11519868841618948,3,1,282.0,111.0,130,58.0,94.0,175.0,47.0,111.0,3411.497174170688,34.72261754881107,0.02879967210404737,0.10559913078026598,60,20,98.25,108.075,BENIGN
443,6.590041000991267,12,27,6132.0,10165.5,1022,0.0,511.0,713.0,40.0,376.5,2473.049863809428,5.9180208429862065,0.16897541028182736,4.406646923303673,240,540,417.88461538461536,459.6730769230769,BENIGN
443,0.13655158917706783,1,1,162.0,77.5,278,46.0,162.0,95.0,60.0,77.5,1753.915874896468,14.64647912230871,0.06827579458853392,0.07721813467400859,20,20,119.75,131.72500000000002,BENIGN
80,0.022316818017024558,1,1,124.0,149.0,190,58.0,124.0,235.0,63.0,149.0,12232.926745727811,89.6185109577129,0.011158409008512279,0.018847333676252354,20,20,136.5,150.15,BENIGN
22,0.8215914647094622,28,22,896.0,924.0,64,0.0,32.0,64.0,20.0,42.0,2215.21288642355,60.85749687976786,0.016431829294189244,0.3227610946211639,560,440,36.4,36.4,SSH-Patator
80,59.066248531694534,3857,7,1334899.2821093034,0.0,621,375.0,346.09781750306024,0.0,0.0,0.0,22600.03496570475,65.41807032025413,0.015286296203854693,0.26261464882254076,77140,140,345.4708287032359,345.4708287032359,DoS Hulk
21,1.1210058778789058,16,20,1024.0,840.0,128,0.0,64.0,64.0,20.0,42.0,1662.7923517465754,32.11401537707978,0.03113905216330294,0.207864160834607,320,400,51.77777777777778,51.77777777777778,FTP-Patator
53,0.0026282619839006626,1,0,75.0,0.0,94,56.0,75.0,0.0,0.0,0.0,28535.96805014499,380.47957400193326,0.0026282619839006626,0.002160503487026609,20,0,75.0,82.5,BENIGN
80,0.07390236887148235,2,1,176.0,174.5,126,50.0,88.0,281.0,68.0,174.5,4742.74377604223,40.59409794044705,0.024634122957160786,0.04508435699253188,40,20,116.83333333333333,128.51666666666668,BENIGN
53,0.01916159943620343,1,1,88.0,159.0,117,59.0,88.0,276.0,42.0,159.0,12890.364440732677,104.37542057273423,0.009580799718101714,0.017833046977722943,20,20,123.5,135.85000000000002,BENIGN
80,23.337719098049828,3808,3,1501137.5105896364,0.0,812,202.0,394.2062790413961,0.0,0.0,0.0,64322.374619509246,163.29787773983702,0.00612377829914716,0.19326623760446202,76160,60,393.8959618445648,393.8959618445648,DoS Hulk
21,1.8758265864753991,29,13,2146.0,546.0,128,20.0,74.0,64.0,20.0,42.0,1435.1006747687466,22.390129398323683,0.044662537773223786,0.5510359964056308,580,260,64.0952380952381,64.0952380952381,FTP-Patator
4053,0.05846231174618689,25,1,1109.21332773731,0.0,41,40.0,44.3685331094924,0.0,0.0,0.0,18973.13490703105,444.73095954327886,0.002248550451776419,0.052616080571568205,500,20,42.662051066819615,42.662051066819615,DDoS
443,2.705748568183342,32,28,4064.0,4354.0,200,54.0,127.0,257.0,54.0,155.5,3111.1538222680842,22.17500942457651,0.045095809469722366,1.3665095685483504,640,560,140.3,154.33,BENIGN
669,0.0012560157799506471,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1592.3366823294102,0.0006280078899753236,0.0012560157799506471,40,0,0.0,0.0,PortScan
443,0.0009074645116057514,1,0,74.5,0.0,100,49.0,74.5,0.0,0.0,0.0,82096.8743650072,1101.9714679866738,0.0009074645116057514,0.0008391849383903268,20,0,74.5,81.95,BENIGN
618,0.0013464228162111153,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1485.4174898997,0.0006732114081055577,0.0013464228162111153,40,0,0.0,0.0,PortScan
53,0.04441518126492806,2,2,203.0,355.0,151,52.0,101.5,288.0,67.0,177.5,12563.271928839753,90.05929698093013,0.011103795316232014,0.03665287321379084,40,40,139.5,153.45000000000002,BENIGN
443,20.859864142763733,1937,2,719673.638248963,0.0,1145,207.0,371.5403398290981,0.0,0.0,0.0,34500.399107278805,92.95362552361767,0.010758052678062782,0.42435256638874896,38740,40,371.1571110102955,371.1571110102955,DoS Hulk
80,59.210372245563065,1714,6,732108.9745540242,1050.0,757,369.0,427.13475761611676,350.0,0.0,175.0,12382.272678736004,29.048964476471237,0.03442463502649015,0.3598114480499053,34280,120,426.25521776396755,426.25521776396755,DoS Hulk
443,48.873938021546806,4117,3,1413746.7573914286,0.0,854,265.0,343.392459895902,0.0,0.0,0.0,28926.39338307785,84.29850686849986,0.01186260631590942,0.13417015734357382,82340,60,343.14241684257973,343.14241684257973,DoS Hulk
80,11.941727920962395,693,4,209612.9879571292,120.0,820,317.0,302.47184409398153,60.0,0.0,30.0,17563.035211090842,58.36676271752037,0.017133038624049347,0.16678050573824083,13860,80,300.9081606271581,300.9081606271581,DoS Hulk
3306,0.4591770472060286,16,12,10816.0,8634.0,1352,0.0,676.0,1399.0,40.0,719.5,42358.38903174305,60.97865773207225,0.016399180257358165,0.38829800201372333,320,240,694.6428571428571,764.1071428571429,BENIGN
53,0.11747901200099578,1,1,100.0,122.0,147,53.0,100.0,177.0,67.0,122.0,1889.6992426027407,17.02431750092559,0.05873950600049789,0.0837405962972871,20,20,111.0,122.10000000000001,BENIGN
53,0.0028338271263333215,1,0,82.5,0.0,120,45.0,82.5,0.0,0.0,0.0,29112.573322969933,352.8796766420598,0.0028338271263333215,0.0020984367763418935,20,0,82.5,90.75000000000001,BENIGN
22,1.7742973353849796,29,16,2146.0,256.0,128,20.0,74.0,32.0,0.0,16.0,1353.7753521333132,25.362152725228597,0.039428829675221766,0.6036103527912459,580,320,53.37777777777778,53.37777777777778,SSH-Patator
53,0.10092458155855258,2,1,264.0,100.5,206,58.0,132.0,145.0,56.0,100.5,3611.6077408607443,29.725166591446452,0.03364152718618419,0.06433550102204277,40,20,121.5,133.65,BENIGN
8080,5.344598870528561,26,32,19551.98878981871,7800.110441999069,1547,177.0,751.9995688391812,133.0,0.0,243.7534513124709,5117.708530502451,10.852077284943935,0.09214825638842346,4.275679096422849,520,640,471.58791778996175,471.58791778996175,Web Attack
80,0.4155829553848686,11,9,8332.5,3069.0,1475,40.0,757.5,628.0,54.0,341.0,27434.95577060216,48.12516909284245,0.02077914776924343,0.2682404910894714,220,180,570.075,627.0825000000001,BENIGN
53,0.08206604694118261,2,1,256.0,142.5,196,60.0,128.0,224.0,61.0,142.5,4855.844954803393,36.555921868030566,0.0273553489803942,0.0631997583979159,40,20,132.83333333333334,146.1166666666667,BENIGN
80,1.6427696454787395,23,14,6624.0,2107.0,536,40.0,288.0,247.0,54.0,150.5,5314.804801774623,22.52293868579327,0.0443991796075335,1.2866780238205804,460,280,235.97297297297297,259.57027027027027,BENIGN
443,58.79977832791016,1810,1,627358.9738632182,0.0,746,366.0,346.60716788023103,0.0,0.0,0.0,10669.410526764404,30.79943583971613,0.032468127182722344,0.43482346156881746,36200,20,346.4157779476633,346.4157779476633,DoS Hulk
150,0.0018124813756387973,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1103.4596144719628,0.0009062406878193987,0.0018124813756387973,40,0,0.0,0.0,PortScan
21,1.6497823830287033,17,18,1258.0,1332.0,128,20.0,74.0,128.0,20.0,74.0,1569.9040228840524,21.21491922816287,0.047136639515105806,0.6554740878259597,340,360,74.0,74.0,FTP-Patator
21,0.717421872380851,26,23,676.0,966.0,32,20.0,26.0,64.0,20.0,42.0,2288.750961203378,68.3001200359108,0.01464126270165002,0.5675908584358658,520,460,33.51020408163265,33.51020408163265,FTP-Patator
22,1.0068853448091137,17,19,544.0,608.0,64,0.0,32.0,64.0,0.0,32.0,1144.1223233002734,35.75382260313354,0.027969037355808715,0.6641728067651234,340,380,32.0,32.0,SSH-Patator
80,30.30005291468649,1447,2,666690.116714191,0.0,783,285.0,460.7395416131244,0.0,0.0,0.0,22002.935723951992,47.821698664350095,0.02091100960295824,0.3526971290168961,28940,40,460.103600216833,460.103600216833,DoS Hulk
123,0.06268559890869285,1,1,122.0,110.0,184,60.0,122.0,157.0,63.0,110.0,3701.00954667321,31.905254712700085,0.031342799454346426,0.04943936045664579,20,20,116.0,127.60000000000001,BENIGN
19874,0.023701210803420088,9,1,372.53926146574463,0.0,43,20.0,41.39325127397163,0.0,0.0,0.0,15718.153159162111,421.91937293587546,0.002370121080342009,0.02133108972307808,180,20,37.253926146574464,37.253926146574464,DDoS
80,5.975992136750722,12,21,1842.0,15382.5,267,40.0,153.5,1411.0,54.0,732.5,2882.2829089874504,5.522095619413386,0.18109067081062794,4.403864517721056,240,420,521.9545454545455,574.1500000000001,BENIGN
80,32.21763632062387,3460,8,1248983.163145573,0.0,951,214.0,360.97779281663964,0.0,0.0,0.0,38767.06381299755,107.64290606198155,0.009289975870998808,0.21359414104337604,69200,160,360.1450874122183,360.1450874122183,DoS Hulk
443,56.731886850352076,593,8,209584.01470071432,240.0,1185,283.0,353.4300416538184,60.0,0.0,30.0,3698.51993913388,10.593689605024483,0.09439581838660911,0.16851419778708734,11860,160,349.1248164737343,349.1248164737343,DoS Hulk
22,0.5737206395590589,12,22,888.0,704.0,128,20.0,74.0,64.0,0.0,32.0,2774.869666922832,59.26229188151777,0.01687413645761938,0.3741782731004632,240,440,46.8235294117647,46.8235294117647,SSH-Patator
443,0.00031069315031935724,1,0,71.0,0.0,100,42.0,71.0,0.0,0.0,0.0,228521.29159275017,3218.60974074296,0.00031069315031935724,0.0002039380951647942,20,0,71.0,78.10000000000001,BENIGN
80,6.029974413821204,15,10,10125.0,7515.0,1310,40.0,675.0,1449.0,54.0,751.5,2925.385547170424,4.145954573654229,0.24119897655284817,5.318090505166604,300,200,705.6,776.1600000000001,BENIGN
53,0.04849367424840995,2,1,222.0,109.5,161,61.0,111.0,158.0,61.0,109.5,6835.943143880657,61.86373885864848,0.01616455808280332,0.04226225398006294,40,20,110.5,121.55000000000001,BENIGN
80,28.22389004639133,908,6,301759.4169471699,1050.0,1037,397.0,332.3341596334471,350.0,0.0,175.0,10728.833497063837,32.38391300765654,0.030879529591237777,0.45990649337916967,18160,120,331.3013314520459,331.3013314520459,DoS Hulk
80,5.297103862241025,32,4,8512.0,2800.0,478,54.0,266.0,1360.0,40.0,700.0,2135.5065511617654,6.796166534814671,0.1471417739511396,5.008026311240245,640,80,314.22222222222223,345.6444444444445,BENIGN
80,2.626537838438293,41,32,13304.5,18624.0,595,54.0,324.5,1110.0,54.0,582.0,12156.116516860953,27.793241327680587,0.03597997038956566,1.7212895789454639,820,640,437.3767123287671,481.1143835616438,BENIGN
21,2.93758140784787,15,24,390.0,768.0,32,20.0,26.0,64.0,0.0,32.0,394.20184131965,13.276227816464896,0.07532260020122743,0.9992296219392796,300,480,29.692307692307693,29.692307692307693,FTP-Patator
80,0.002993688810721805,1,0,103.0,0.0,156,50.0,103.0,0.0,0.0,0.0,34405.713657047,334.03605492278643,0.002993688810721805,0.0020697021824804527,20,0,103.0,113.30000000000001,BENIGN
8080,0.7662216244289803,11,25,7282.0,18875.0,1270,54.0,662.0,1456.0,54.0,755.0,34137.64264287538,46.983795356635454,0.021283934011916122,0.6128125315448754,220,500,726.5833333333334,799.2416666666668,BENIGN
443,0.04130697584455191,1,1,84.5,103.5,114,55.0,84.5,140.0,67.0,103.5,4551.289368350015,48.41797200372356,0.020653487922275955,0.030242932614209742,20,20,94.0,103.4,BENIGN
223,0.0006272826236372873,1,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1594.1777475064073,0.0006272826236372873,0.0006272826236372873,20,0,0.0,0.0,PortScan
443,2.216439996903587,8,10,924.0,4130.0,231,0.0,115.5,786.0,40.0,413.0,2280.233169885286,8.121131194684438,0.12313555538353262,1.165646821562592,160,200,280.77777777777777,308.85555555555555,BENIGN
80,4.225274770305734,31,13,26318.76649178305,5031.001304647313,1456,296.0,848.9924674768727,423.0,40.0,387.0001003574856,7419.580855841466,10.413523946234681,0.09602897205240303,3.380219816244587,620,260,712.4947226461446,712.4947226461446,Web Attack
443,30.517555193690264,2024,7,879615.6016885401,0.0,749,230.0,434.5926885812945,0.0,0.0,0.0,28823.265694311165,66.55185800794176,0.015025876510925781,0.3150404251757331,40480,140,433.094830964323,433.094830964323,DoS Hulk
53,0.000355881557270346,1,0,58.0,0.0,61,55.0,58.0,0.0,0.0,0.0,162975.57098734457,2809.9236377128373,0.000355881557270346,0.00020764045318954306,20,0,58.0,63.800000000000004,BENIGN
80,41.07187113998349,4973,4,2068651.1578823973,0.0,750,225.0,415.97650470186954,0.0,0.0,0.0,50366.61589709177,121.1778246731712,0.008252334968853425,0.24265263277305282,99460,80,415.64218563037923,415.64218563037923,DoS Hulk
53,0.14534251108055662,1,1,141.0,140.0,234,48.0,141.0,216.0,64.0,140.0,1933.3641472882955,13.760598913083953,0.07267125554027831,0.07554940542329841,20,20,140.5,154.55,BENIGN
80,8.194463826783121,31,47,16058.0,9611.5,982,54.0,518.0,355.0,54.0,204.5,3132.541743134036,9.51862155337871,0.10505722854850155,5.546136434084776,620,940,329.09615384615387,362.00576923076926,BENIGN
443,52.79222929214115,1738,6,647384.6129701883,0.0,1186,243.0,372.4882698332499,0.0,0.0,0.0,12262.876973573086,33.03516489802067,0.03027077367668644,0.35721464635862066,34760,120,371.2067734920804,371.2067734920804,DoS Hulk
28877,0.03323442689127566,39,0,1584.93564516102,0.0,95,40.0,40.63937551694923,0.0,0.0,0.0,47689.57353608164,1173.4819477280607,0.0008521647920839914,0.029910984202148095,780,0,40.63937551694923,40.63937551694923,DDoS
3306,4.8638930258205315,13,22,8736.0,11297.0,1304,40.0,672.0,1027.0,0.0,513.5,4118.71722787745,7.195881943578632,0.1389683721663009,3.9005299133596636,260,440,572.3714285714286,629.6085714285715,BENIGN
80,6.344646781290436,34,13,15176.467176585726,1567.5018674154614,1691,188.0,446.36668166428603,202.0,40.0,120.57706672426626,2639.070325140407,7.407819792048484,0.13499248470830716,5.075717425032349,680,260,356.25466051066354,356.25466051066354,Web Attack
443,47.28840818836495,1936,4,681807.2959561432,0.0,820,397.0,352.1731900599913,0.0,0.0,0.0,14418.064005036611,41.02485311563789,0.024375468138332447,0.49552751337965895,38720,80,351.4470597712078,351.4470597712078,DoS Hulk
3306,12.490445845064118,31,24,11005.0,5688.0,656,54.0,355.0,434.0,40.0,237.0,1336.4615008195738,4.4033656350012915,0.22709901536480215,8.994300883307048,620,480,303.5090909090909,333.86,BENIGN
80,19.65090884087123,2650,1,1323199.1803515241,0.0,1016,382.0,499.3204454156695,0.0,0.0,0.0,67335.26632617871,134.90470193858306,0.007412640075771871,0.47296412438245083,53000,20,499.1320936822045,499.1320936822045,DoS Hulk
77,0.00027668777795960214,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,7228.364095981176,0.00013834388897980107,0.00027668777795960214,40,0,0.0,0.0,PortScan
544,0.0007825458418513835,1,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1277.880408429688,0.0007825458418513835,0.0007825458418513835,20,0,0.0,0.0,PortScan
17275,0.04922353510588424,28,0,863.3134226241003,0.0,64,20.0,30.832622236575013,0.0,0.0,0.0,17538.63107895513,568.8335862056532,0.0017579833966387228,0.044301181595295815,560,0,30.832622236575013,30.832622236575013,DDoS
53,0.11050171491709081,2,1,230.0,174.0,187,43.0,115.0,281.0,67.0,174.0,3656.051856779963,27.148899926583884,0.0368339049723636,0.07729172359847958,40,20,134.66666666666666,148.13333333333333,BENIGN
80,0.03913045167125691,3,2,277.5,259.0,145,40.0,92.5,195.0,64.0,129.5,13710.549638098953,127.7777226290676,0.007826090334251381,0.02391360673514371,60,40,107.3,118.03,BENIGN
443,3.3094598395911703,41,49,6826.5,22270.5,333,0.0,166.5,909.0,0.0,454.5,8792.069222871869,27.194770253238072,0.036771775995457445,2.6769393127755396,820,980,323.3,355.63000000000005,BENIGN
21,2.9370213099633022,28,10,728.0,320.0,32,20.0,26.0,64.0,0.0,32.0,356.8241049000406,12.938278612787732,0.07729003447271848,0.35830716191989026,560,200,27.57894736842105,27.57894736842105,FTP-Patator
34467,0.09148548901638942,19,2,844.6023299351419,0.0,70,40.0,44.45275420711273,0.0,0.0,0.0,9232.090673787985,229.54460019597093,0.004356451857923306,0.08233694011475048,380,40,40.21915856834009,40.21915856834009,DDoS
53,0.0398721253585859,3,2,517.5,290.0,288,57.0,172.5,238.0,52.0,145.0,20252.243710056362,125.40088984555022,0.00797442507171718,0.03667389994588416,60,40,161.5,177.65,BENIGN
53,0.10395094613763188,3,2,445.5,364.0,251,46.0,148.5,298.0,66.0,182.0,7787.326908292066,48.09961030445995,0.020790189227526377,0.07505892916631493,60,40,161.9,178.09000000000003,BENIGN
80,9.330427549403085,5,39,2787.0441114875553,12710.794707594501,1165,192.0,557.408822297511,589.0,40.0,325.9178130152436,1660.999856332793,4.715753888771679,0.21205517157734285,7.464342039522468,100,780,352.2236095245922,352.2236095245922,Web Attack
8080,1.2093439791062202,28,41,17752.0,25174.0,1228,40.0,634.0,1174.0,54.0,614.0,35495.27739140436,57.0557270653427,0.017526724334872755,0.8183223972359902,560,820,622.1159420289855,684.3275362318841,BENIGN
21,0.7559610913660132,27,16,864.0,256.0,64,0.0,32.0,32.0,0.0,16.0,1481.55773199408,56.88123435334414,0.017580490496884028,0.7454826065078526,540,320,26.046511627906977,26.046511627906977,FTP-Patator
8080,12.242534990780044,7,27,4109.0,7330.5,1120,54.0,587.0,543.0,0.0,271.5,934.4061510639083,2.7772025994294225,0.3600745585523542,6.896949099270701,140,540,336.45588235294116,370.1014705882353,BENIGN
80,0.5456198567721514,5,32,1705.0,9248.0,682,0.0,341.0,524.0,54.0,289.0,20074.416031698656,67.81278126292798,0.014746482615463552,0.45525823396405035,100,640,296.02702702702703,325.6297297297298,BENIGN
80,2.4150225871252005,11,39,8024.5,12753.0,1459,0.0,729.5,614.0,40.0,327.0,8603.439202087615,20.703740108501055,0.04830045174250401,2.194981794896083,220,780,415.55,457.1050000000001,BENIGN
443,27.25542472706787,3810,4,1417673.076383932,120.0,969,383.0,372.09267096691127,60.0,0.0,30.0,52018.74821550278,139.93544544592055,0.007146152261947527,0.43211117434775315,76200,80,371.7338952238941,371.7338952238941,DoS Hulk
21,2.8652724696047316,19,8,1216.0,256.0,128,0.0,64.0,64.0,0.0,32.0,513.7382275560916,9.423187597835918,0.10612120257795302,0.5450623201321304,380,160,54.51851851851852,54.51851851851852,FTP-Patator
21,0.8646594255261476,12,14,888.0,1036.0,128,20.0,74.0,128.0,20.0,74.0,2225.1535612755747,30.0696427199402,0.033256131751005676,0.4453535244765039,240,280,74.0,74.0,FTP-Patator
443,6.235856836372832,19,39,8122.5,7488.0,801,54.0,427.5,330.0,54.0,192.0,2503.3448344975236,9.301047397639818,0.10751477304091091,4.332001643115513,380,780,269.1465517241379,296.0612068965517,BENIGN
53,0.004123027078379912,1,0,78.0,0.0,115,41.0,78.0,0.0,0.0,0.0,18918.139152908265,242.54024555010596,0.004123027078379912,0.003542257282359228,20,0,78.0,85.80000000000001,BENIGN
80,0.0034377345452809285,1,0,105.0,0.0,167,43.0,105.0,0.0,0.0,0.0,30543.370529913762,290.8892431420358,0.0034377345452809285,0.0020674762452344334,20,0,105.0,115.50000000000001,BENIGN
21,1.1786885869106931,12,11,768.0,814.0,128,0.0,64.0,128.0,20.0,74.0,1342.1696091470385,19.513211763831784,0.05124732986568231,0.4028503645397459,240,220,68.78260869565217,68.78260869565217,FTP-Patator
578,0.0012832530669426411,1,0,20.0,0.0,40,0.0,20.0,0.0,0.0,0.0,15585.390376389383,779.2695188194691,0.0012832530669426411,0.0012832530669426411,20,0,20.0,20.0,PortScan
812,0.0018735192651740428,1,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,533.7548530130027,0.0018735192651740428,0.0018735192651740428,20,0,0.0,0.0,PortScan
34207,0.07574848176969622,22,1,707.1593222837171,0.0,74,20.0,32.14360555835078,0.0,0.0,0.0,9335.623708389912,303.6364487136339,0.0032934122508563573,0.0681736335927266,440,20,30.746057490596396,30.746057490596396,DDoS
443,1.362890735177367,26,22,8528.0,6710.0,616,40.0,328.0,556.0,54.0,305.0,11180.64684621759,35.21925768594595,0.02839355698286181,0.7989887269063111,520,440,317.4583333333333,349.20416666666665,BENIGN
21645,0.03907500382798362,18,1,842.4803255204656,0.0,48,0.0,46.804462528914755,0.0,0.0,0.0,21560.59483011802,486.24435415648304,0.0020565791488412434,0.03516750344518526,360,20,44.34106976423503,44.34106976423503,DDoS
80,0.10336241541934826,40,45,22780.0,15435.0,1139,0.0,569.5,686.0,0.0,343.0,369718.5272321586,822.3492035780055,0.0012160284166982149,0.07978876001824796,800,900,449.5882352941176,494.5470588235294,BENIGN
3306,5.956741636667235,14,5,9793.0,2972.5,1399,0.0,699.5,1189.0,0.0,594.5,2143.0340240746496,3.189663268764901,0.3135127177193282,4.68102143826351,280,100,671.8684210526316,739.0552631578947,BENIGN
80,7.266242326806962,22,31,5401.0,23854.5,491,0.0,245.5,1499.0,40.0,769.5,4026.2213513123884,7.294003917880624,0.13709891182654646,5.298812561732106,440,620,551.9905660377359,607.1896226415096,BENIGN
784,0.0004390379196106961,2,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,6833.122757733913,0.00014634597320356538,0.0004390379196106961,40,20,0.0,0.0,PortScan
80,10.403795172723548,1434,9,530321.0078667083,0.0,611,399.0,369.81939181778824,0.0,0.0,0.0,50973.803219145724,138.699385757154,0.007209837264534683,0.306755874838732,28680,180,367.51282596445486,367.51282596445486,DoS Hulk
18759,0.09256903766168324,41,0,887.2014971508975,0.0,47,40.0,21.63906090611945,0.0,0.0,0.0,9584.214328698088,442.91267399629646,0.0022577814063825183,0.08331213389551492,820,0,21.63906090611945,21.63906090611945,DDoS
53,0.07415658742108996,1,2,141.5,292.0,232,51.0,141.5,229.0,63.0,146.0,5845.73825570503,40.45493602564034,0.024718862473696656,0.037992300169169956,20,40,144.5,158.95000000000002,BENIGN
80,8.805065129731306,45,30,7492.5,4050.0,333,0.0,166.5,230.0,40.0,135.0,1310.8931995318733,8.517824558361749,0.1174008683964174,5.533648612735692,900,600,153.9,169.29000000000002,BENIGN
50224,0.006225699681963821,14,2,483.3625432835014,0.0,82,20.0,34.52589594882153,0.0,0.0,0.0,77639.87470899505,2569.992260685629,0.0003891062301227388,0.0056031297137674385,280,40,30.210158955218837,30.210158955218837,DDoS
